0.00050482,-2.6187e-20,0.00056239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.6744e-18,-6.3609e-20,-1.7427e-18,-3.6561e-20,-1.0818e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-9.0343e-05,1.8418e-20,-0.00043941,-9.4287e-21,-0.00040383,4.1475e-20,-6.1464e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0162e-18,-1.8849e-20,-2.5462e-18,5.3741e-19,-3.223e-18,1.2484e-20,-7.9185e-18,2.0955e-20,-7.8745e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.4323e-05,-2.3164e-20,7.022e-05,-6.5836e-21,-0.0022292,1.013e-20,-0.0022457,-1.8659e-20,6.1399e-05,-8.5927e-21,-1.5703e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0315e-18,-9.0856e-21,-1.1944e-19,-4.376e-20,9.1084e-18,2.6157e-20,9.1348e-18,3.3291e-20,2.1797e-17,-3.5814e-20,1.2249e-19,1.1176e-20,-1.4382e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.5462e-06,-1.7796e-20,4.3297e-06,4.5522e-20,-9.5127e-05,4.4439e-21,0.00059489,-4.3597e-20,0.00044495,-2.3355e-20,-9.4007e-05,-1.6273e-20,5.5128e-06,7.6233e-21,-1.0067e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.7343e-20,2.8299e-20,-6.5454e-19,-1.337e-21,-4.2486e-21,-1.6222e-21,-7.3957e-18,-6.9792e-19,-5.0389e-18,-8.1265e-19,-1.122e-17,-3.1063e-21,-2.5494e-19,2.2374e-20,-1.7144e-19,1.8482e-20,-9.4568e-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-5.7717e-08,-1.0873e-20,2.8265e-07,8.9512e-21,-2.1369e-06,-4.5824e-20,4.2111e-05,7.1923e-20,0.00025635,5.4562e-21,0.00041724,5.3377e-21,3.9884e-05,3.4278e-20,-2.2694e-06,-2.8977e-20,1.645e-07,3.5713e-20,-4.4999e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0081e-20,-4.9118e-21,-1.2738e-20,-1.5532e-20,4.3651e-19,-2.6293e-21,-5.3683e-19,5.9002e-21,2.5937e-18,5.9448e-22,1.4916e-18,1.1295e-20,2.5436e-18,3.1788e-20,2.7128e-19,-3.1371e-20,-3.3708e-19,-1.5185e-21,1.4711e-20,1.578e-21,1.6462e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
