-0.00013821,-2.9858e-21,-9.0648e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-7.3599e-19,-3.445e-19,3.1443e-19,-6.5393e-20,9.2714e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.043e-05,-8.4157e-20,0.00023391,1.8121e-20,0.00020685,-2.086e-21,-1.0594e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.5937e-19,1.4853e-20,-1.8724e-18,-2.6781e-19,-2.1755e-19,-6.034e-20,2.5739e-18,8.0282e-21,-8.6614e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2.1994e-06,1.48e-20,-2.0468e-05,6.407e-21,0.00092335,-3.1805e-21,0.00090613,5.6273e-20,-4.729e-05,2.6352e-21,-4.659e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.3412e-20,1.8085e-20,5.5935e-20,-1.0689e-20,2.1967e-18,2.0837e-19,-1.6434e-19,3.8879e-19,-2.255e-18,-1.2627e-20,-6.9049e-19,-1.1584e-20,3.3946e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.6653e-06,1.3308e-20,-8.5461e-06,9.2121e-22,-1.0635e-05,-1.1383e-20,0.0011427,1.3142e-20,0.0010922,4.545e-21,1.8383e-05,9.4587e-21,-1.6321e-06,-5.2947e-22,-2.2036e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.6318e-20,2.6633e-20,-1.1686e-19,-1.1569e-20,-2.2551e-19,4.1281e-21,8.2255e-19,5.7962e-19,-7.1229e-19,5.7813e-19,-1.9405e-18,6.7905e-21,5.0834e-19,4.5346e-20,-1.8795e-20,-4.2847e-21,6.4939e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.0901e-07,3.7711e-20,6.8359e-08,-3.4659e-20,9.8309e-07,-1.3732e-20,4.3939e-05,1.7142e-20,-0.00041412,3.5415e-20,-0.00041092,-4.8032e-21,2.0719e-05,-2.9827e-21,-1.1183e-06,3.7214e-21,-1.0047e-06,-3.4587e-20,-1.2076e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2.7958e-20,1.6785e-20,-7.6208e-20,1.6804e-21,1.4189e-19,-4.0771e-21,4.7791e-20,-2.256e-20,-2.7896e-18,-4.1554e-19,4.1159e-19,-4.3754e-19,4.7025e-18,-3.7696e-21,1.8328e-19,-5.0141e-21,-4.0764e-20,1.747e-20,1.7128e-19,-3.0224e-22,4.4903e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.5206e-08,5.7686e-21,-3.9833e-08,-1.1776e-20,-8.364e-09,1.5372e-20,1.9545e-06,3.0807e-20,-2.3983e-05,-5.2481e-22,-0.00091872,7.3172e-21,-0.00090609,2.1653e-20,-9.5685e-06,5.2051e-21,1.8327e-06,1.1202e-20,2.2163e-07,-7.1931e-22,-8.8168e-09,-2.6409e-21,-1.5739e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.6624e-19,-2.8081e-21,-1.1631e-22,-8.0391e-22,1.7708e-20,-9.1756e-21,9.7366e-21,-1.2389e-20,1.9958e-19,2.6628e-20,1.9391e-18,-3.2934e-19,1.0103e-19,-5.6238e-19,-3.0442e-18,-5.5535e-21,-1.9756e-19,1.1569e-20,3.2248e-19,-2.7473e-20,6.4737e-22,1.5802e-20,2.7443e-20,-2.3507e-20,7.9647e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-5.1434e-10,-8.9433e-21,1.6537e-09,-3.9945e-21,8.999e-09,1.5888e-20,2.7009e-08,-4.2114e-21,-1.3637e-06,-3.2687e-20,-9.9684e-07,4.9122e-21,0.00078034,3.4756e-20,0.00078895,1.2379e-20,-8.5965e-06,-4.756e-22,-1.0682e-06,2.0648e-21,-2.9682e-08,1.9428e-20,2.7709e-09,-8.3552e-21,-3.2252e-09,3.2329e-21,-3.7725e-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.5284e-19,-4.8151e-21,-1.0059e-19,4.326e-21,2.7374e-19,-7.3656e-21,-2.9809e-19,-9.3308e-21,-1.0228e-19,1.4395e-20,-1.1766e-19,1.4811e-20,-8.3045e-19,3.0794e-19,-3.4799e-19,2.8892e-19,1.1863e-18,2.6936e-20,3.6745e-20,-4.2133e-20,-3.0394e-20,2.3149e-20,-1.6044e-19,-5.6164e-21,-2.5364e-19,2.2993e-21,-2.6321e-21,1.2842e-20,-3.7803e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2.9308e-11,-1.1372e-20,-2.3314e-11,6.1706e-21,3.588e-11,-1.4345e-20,-3.808e-10,1.7061e-20,-1.0869e-08,-2.2403e-21,4.7156e-07,2.1674e-20,5.3118e-06,6.3512e-21,-0.00029792,-8.0924e-21,-0.00030945,1.812e-20,8.4334e-06,-1.868e-20,3.337e-07,1.3094e-20,4.1934e-09,6.2622e-21,3.1669e-10,-1.0293e-20,4.1882e-10,-1.6371e-20,-1.3896e-11,3.8889e-21,-1.9621e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-3.62e-21,-8.1215e-21,-2.4319e-19,-2.1374e-20,-4.6222e-19,-3.7215e-21,-4.0518e-19,2.1322e-20,2.3234e-19,2.3325e-20,-3.2709e-19,8.8945e-21,-1.7409e-21,3.2709e-20,1.9082e-19,6.6879e-19,2.3032e-19,7.6629e-19,-4.2235e-19,-1.2141e-20,9.5685e-20,-7.0731e-21,-1.766e-20,-2.22e-20,-1.8553e-19,3.4928e-20,1.7047e-19,4.6469e-21,3.986e-19,-4.2609e-21,2.5887e-21,-1.1639e-20,6.6624e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-5.9056e-13,2.4578e-20,3.3371e-12,-1.8976e-21,8.3509e-12,9.0775e-21,9.938e-13,-5.0537e-22,-1.2976e-10,-3.788e-21,3.1966e-09,-1.78e-20,-9.5729e-08,-4.4909e-20,-2.4283e-06,1.3623e-20,7.1123e-05,-2.4575e-21,7.6231e-05,2.2278e-20,-3.3271e-06,1.8529e-20,-4.9191e-08,-2.0403e-20,1.1751e-10,-9.2924e-21,-1.0831e-10,2.0062e-20,-2.542e-11,7.6086e-21,5.8152e-12,-1.9916e-20,-3.5704e-12,4.2206e-23,-3.0199e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.1051e-19,-4.8099e-21,-2.4182e-20,-1.0276e-20,2.719e-19,8.3731e-21,1.0846e-19,-4.131e-22,1.8185e-19,-7.5928e-22,1.2064e-19,8.5811e-21,-1.9535e-19,-1.6581e-20,2.1675e-20,-7.4758e-21,1.6569e-19,6.6582e-20,-2.1995e-20,-2.913e-20,3.0776e-20,-2.287e-20,-2.8661e-19,-8.4426e-21,1.2943e-19,-1.3779e-20,1.923e-20,1.3998e-20,1.1043e-19,-1.9471e-20,-5.3503e-19,1.2718e-20,-5.3944e-19,1.4102e-20,6.806e-20,1.104e-20,6.5746e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
