-0.0010581,5.416e-20,-0.0010261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.2842e-17,1.6729e-18,1.1507e-17,1.4505e-19,-5.7758e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.5673e-05,7.6876e-20,-0.0060295,-3.5669e-20,-0.0062965,3.6278e-20,7.4178e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.793e-18,2.3855e-20,-6.122e-17,4.1614e-20,-7.5293e-18,4.3159e-19,1.1508e-16,-6.7405e-22,-6.9863e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2.1604e-07,8.3878e-21,-0.0001795,7.2555e-20,0.0020302,1.3346e-20,0.0017221,3.9853e-20,-0.00017247,-8.2112e-20,1.1034e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.6414e-18,-2.6315e-20,-4.9997e-19,4.1009e-20,8.9513e-18,4.3635e-19,2.5196e-18,-2.1401e-20,-2.1799e-17,-3.8896e-20,3.4097e-19,1.0127e-20,7.2466e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.3096e-08,-4.5327e-20,-1.9548e-06,1.5319e-20,5.6158e-05,4.3867e-20,-0.00016509,5.6452e-21,6.4365e-05,-1.2762e-21,5.5116e-05,5.9591e-20,-2.204e-06,-8.7642e-20,3.8324e-08,0,0,0,0,0,0,0,0,0,0,0,0
9.5013e-20,5.387e-20,3.8002e-19,-1.2392e-20,-3.3804e-19,5.64e-20,8.5783e-19,9.5236e-19,-2.0583e-19,3.555e-19,1.0396e-18,-6.7138e-20,-3.4486e-19,6.8291e-21,1.8556e-19,-3.4339e-20,4.6513e-19,0,0,0,0,0,0,0,0,0,0
3.0679e-10,1.0616e-20,-1.2046e-08,1.7701e-20,5.9161e-07,-7.0677e-20,-6.5634e-06,-7.5419e-20,1.9028e-06,-1.0468e-19,-6.4312e-05,-1.1518e-19,-5.9293e-06,7.2268e-20,6.5752e-07,-9.1039e-20,-1.152e-08,-9.9051e-21,1.943e-09,0,0,0,0,0,0,0,0
6.0096e-21,5.4126e-20,-4.865e-19,-2.1561e-20,-1.2668e-20,6.5762e-21,-1.7424e-19,4.2126e-20,-4.9898e-19,-1.3281e-18,1.2916e-19,-1.6146e-18,9.1444e-19,2.2478e-20,-1.0346e-19,1.6407e-20,2.4546e-20,-3.1102e-20,3.0555e-19,-2.6066e-21,3.8121e-19,0,0,0,0,0,0
4.5205e-11,-2.6807e-20,-6.9584e-11,-4.02e-20,2.9895e-09,-3.9703e-20,-7.211e-08,9.1134e-20,3.9023e-07,-1.1608e-19,-6.1016e-07,8.7526e-20,1.0238e-05,4.8587e-20,1.2114e-07,-3.2835e-20,-8.1708e-08,3.1373e-20,2.6318e-09,-4.1223e-20,-1.1389e-10,-1.7936e-20,1.2849e-11,0,0,0,0
6.7951e-19,-5.402e-20,3.0323e-20,-3.2593e-20,-4.4518e-19,-1.859e-20,-1.2102e-19,-6.3083e-22,2.793e-20,-4.7558e-20,6.0521e-19,-1.3031e-18,-9.8721e-19,-1.271e-18,9.7273e-19,6.687e-20,3.7225e-19,-5.5505e-21,-5.4012e-19,-2.4494e-21,1.1888e-18,-5.8616e-20,-9.435e-19,7.1715e-20,4.1024e-19,0,0
2.9685e-13,-6.7147e-20,-1.272e-12,-1.042e-20,7.9365e-12,5.0709e-20,-3.6755e-10,-4.3511e-20,4.6202e-09,4.1151e-20,-1.6232e-08,-1.2937e-20,1.9917e-07,1.2253e-19,-9.4592e-07,-3.6873e-20,2.8605e-08,-1.5575e-21,5.0327e-09,2.1023e-20,-3.5376e-10,1.8855e-20,7.6144e-12,-1.8717e-20,-4.5955e-13,3.5251e-20,5.2406e-13
